Name,Amount,Payment Date,Payor,Payor City,Payor State,Payee,Payee City,Payee State,Description,Notice Received,LGC Purpose
"Garcia, Christina",6800,2016-06-06,Christina Garcia,Sacramento,CA,Malibu Friends of Library,Malibu,CA,Provide funds to advance the services provided in community libraries,6/6/2016 12:00:00 AM,Charitable
"Garcia, Christina",2500,2016-11-22,"Capitol One Service, LLC",Reston,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating in government,11/22/2016 12:00:00 AM,Charitable
"Garcia, Christina",2500,2016-08-10,California-Nevada Conference of Operating Engineers,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political System and participating in government,8/10/2016 12:00:00 AM,Legislative
"Garcia, Christina",10000,2016-10-03,California's State Council on Laborers Issues PAC,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating in government,10/3/2016 12:00:00 AM,Charitable
"Garcia, Christina",1000,2016-08-22,California Retailers Association Good Government Council,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating in government,8/22/2016 12:00:00 AM,Charitable
"Garcia, Christina",1000,2016-06-29,California Nurses Association Political Action Committee Small Contributor Committee,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating  in government,6/29/2016 12:00:00 AM,Legislative
"Garcia, Christina",1000,2016-06-13,California Domestic Water Co,Whittier,CA,Community Family Guidance Center,Cerritos,CA,Activities to encourage young people to learn about and participate in government,6/13/2016 12:00:00 AM,Charitable
"Garcia, Christina",1000,2016-08-25,California Cable & Telecommunications Association,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating government,8/25/2016 12:00:00 AM,Charitable
"Garcia, Christina",2500,2016-11-18,California Association of Marriage and Family Therapist PAC,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating in government,11/18/2016 12:00:00 AM,Charitable
"Garcia, Christina",1000,2016-08-22,California Association of Hospitals and Health Systems,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating government,8/22/2016 12:00:00 AM,Charitable
"Garcia, Christina",1000,2016-08-09,Calcom Political Action Committee,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the Political System and participating in government,8/9/2016 12:00:00 AM,Legislative
"Garcia, Christina",2500,2016-05-06,CA Apartment Association,Sacramento,CA,Community Family Guidance Center,Cerritos,CA,To provide resources for the Young Legislators Program,5/6/2016 12:00:00 AM,Charitable
"Garcia, Christina",5000,2016-01-25,CA Apartment Assn,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate Women engaging in the political system and participating  in government,1/25/2016 12:00:00 AM,Legislative
"Garcia, Christina",1000,2016-03-22,Brinker International,Dallas,TX,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate Women engaging in the political system ,3/22/2016 12:00:00 AM,Legislative
"Garcia, Christina",10000,2016-04-25,Bayer Corporation,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilities women engaging in the political system and participating in government,4/25/2016 12:00:00 AM,Charitable
"Garcia, Christina",5000,2016-09-16,Barona Band of Mission Indians,Lakeside,CA,Bell Gardens High School,Bell Gardens,CA,"College Center technology upgrades, printers, laptops, iPad",9/16/2016 12:00:00 AM,Charitable
"Garcia, Christina",5000,2016-07-26,Barona Band of Mission Indians,Lakeside,CA,Bell Gardens High School,Bell Gardens,CA,To assist in upgrades of the school's college center,7/26/2016 12:00:00 AM,Charitable
"Garcia, Christina",2500,2016-05-31,AT&T,El Segundo,CA,East Yard Communities for Environmental Justice,Commerce,CA,Support Local Non-Profit,5/31/2016 12:00:00 AM,Charitable
"Garcia, Christina",2500,2016-06-02,AT&T,El Segundo,CA,The Arc of Los Angeles & Orange Counties,Downey,CA,Support Local Non-Profit,6/2/2016 12:00:00 AM,Charitable
"Garcia, Christina",1000,2016-04-25,Agricultural Council of CA PAC,Sacramento,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system,4/25/2016 12:00:00 AM,Legislative
"Hadley, David",5000,2016-08-31,Barona Band of Mission Indians,Lakeside,CA,Chapman Elementary School,Gardena ,CA,A grant to assist in the purchase of four iMac computers and multiple sets of library books to update the school's library,8/31/2016 12:00:00 AM,Governmental
"Grove, Shannon",5000,2016-02-01,Theresa Tigueiro Revocable Trust,Bakersfield,CA,Bakersfield ARC,Bakersfield,CA,Donation to support adults with intellectual and developmental disabilities,2/1/2016 12:00:00 AM,Charitable
"Grove, Shannon",10000,2016-02-05,Kevin McCarthy for Congress,Bakersfield,CA,Bakersfield ARC,Bakersfield,CA,Donation to support adults with intellectual and developmental disabilities,2/5/2016 12:00:00 AM,Charitable
"Grove, Shannon",10000,2016-01-25,"Grimmway Enterprises, Inc.",Bakersfield,CA,Bakersfield ARC,Bakersfield,CA,Donation to support adults with intellectual and developmental disabilities,1/25/2016 12:00:00 AM,Charitable
"Grove, Shannon",10000,2016-03-08,"County of Kern, Leticia Perez Kern County Supervisor, Discretionary Fund",Bakersfield,CA,Bakersfield ARC,Bakersfield,CA,Donation to support adults with intellectual and developmental disabilities,3/8/2016 12:00:00 AM,Charitable
"Irwin, Jacqui",5000,2016-07-26,Barona Band of Mission Indians,Lakeside,CA,Conejo Elementary School,Thousand Oaks,CA,Grant to purchase 316 non-friction books to update the school's library,7/26/2016 12:00:00 AM,Charitable
"Irwin, Jacqui",1000,2016-09-27,AT&T,Sacramento,CA,Center 4 Specials Needs,Thousand Oaks,CA,Grant for skills programs for young adults,9/27/2016 12:00:00 AM,Charitable
"Irwin, Jacqui",1000,2016-09-27,AT&T,Sacramento,CA,Ruben Castro Charities,Moorpark,CA,Grant for food distribution program & Scholarship program at Moorpark College,9/27/2016 12:00:00 AM,Charitable
"Irwin, Jacqui",1000,2016-09-27,AT&T,Sacramento,CA,Turning Point Foundation,Ventura ,CA,Grant for transitional housing and veterans services,9/27/2016 12:00:00 AM,Charitable
"Irwin, Jacqui",1000,2016-09-27,AT&T,Sacramento,CA,La Hermandad Hank Lacayo Youth and Family ,Oxnard,CA,Grant for classes for seniors and food pantry work,9/27/2016 12:00:00 AM,Charitable
"Irwin, Jacqui",1000,2016-09-27,AT&T,Sacramento,CA,Play Conejo,Thousand Oaks,CA,Grant to complete playground project,9/27/2016 12:00:00 AM,Charitable
"Holden, Christopher",5000,2016-09-06,Time Warner Cable ,Claremont,CA,The Flintridge Center,Pasadena,CA,Donation was given on behalf of the AD 41 Young Legislators Program,9/6/2016 12:00:00 AM,Governmental
"Holden, Christopher",5000,2016-01-31,Leadership for Educational Equity,Washington,DC,Elle Hoxworth,Altadena,CA,In-Kind payment pays for salary of intern located in Capitol Office,1/31/2016 12:00:00 AM,Legislative
"Holden, Christopher",37500,2016-12-29,Edison International,Rosemead,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/29/2016 12:00:00 AM,Charitable
"Holden, Christopher",25000,2016-12-06,CA Medical Association,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/6/2016 12:00:00 AM,Charitable
"Holden, Christopher",5000,2016-05-24,Barona Band of Mission Indians,Lakeside,CA,Odyssey Charter School,Altadena,CA,Nomination was to assist in the purchase of a leveled literacy intervention system for kindergarten through second grade,5/24/2016 12:00:00 AM,Governmental
"Jones-Sawyer, Reginald Byron",5000,2016-01-05,"Health Net, Inc.",Sacramento,CA,California Legislative Black Caucus Policy Institute,Sacramento,CA,2015 Leadership Symposium & Policy Institute Scholarship Fund,1/5/2016 12:00:00 AM,Charitable
Jim Frazier,5000,2016-09-26,Barona Band of Mission Indians,Lakeside,CA,Edwin Markham Elementary School,Vacaville,CA,Donation to elementary school,9/26/2016 12:00:00 AM,Charitable
"Levine, Marc",9000,2016-06-02,Winston & Strawn LLP,Los Angeles,CA,Marc Levine,Sacramento,CA,Petition letter on a case re: a youth seeking Special Immigration Juvenile Status under AB 900 and the predicate order necessary to obtain the immigration relief,6/2/2016 12:00:00 AM,Governmental
"Levine, Marc",5000,2016-05-16,Barona Band of Mission Indians - Barona Education Grant Programs,Lakeside,CA,"Kathleen Mallamo, Principal, Kid Street Learning Center",Santa Rosa,CA,"Donation to a public charter school for the purchase of books, computers, audio/visual equipment and more",5/16/2016 12:00:00 AM,Government
"Lackey, Thomas",5000,2016-09-12,Barona Band of Mission Indians,Lakeside,CA,Fulton & Alsbury Academy of Arts and Engineering,Lancaster,CA,Donation for a Charter School,9/12/2016 12:00:00 AM,Charitable 
"Maienschein, Brian",5000,2016-10-12,Barona Band of Mission Indians,Lakeside,CA,Turtleback Elementary School,San Diego,CA,Barona Education Grant Program,10/12/2016 12:00:00 AM,Charitable
"Low, Evan",5000,2016-06-17,Google,Mountain View,CA,Asian Pacific Islander Legislative Caucus Foundation,Sacramento,CA,California Asian Pacific Islander Heritage Month event,6/17/2016 12:00:00 AM,Charitable
"Low, Evan",5000,2016-05-20,"General Motors, LLC",Phoenix,AZ,Asian Pacific Islander Legislative Caucus Foundation,Sacramento,CA,California Asian Pacific Islander Heritage Month event,5/20/2016 12:00:00 AM,Charitable
"Low, Evan",5000,2016-05-10,Chevron Corporation,Concord,CA,Asian Pacific Islander Legislative Caucus Foundation,Sacramento,CA,California Asian Pacific Islander Heritage Month event,5/10/2016 12:00:00 AM,Charitable
"Low, Evan",5000,2016-07-26,Barona Band of Mission Indians,Lakeside,CA,Rosemary Elementary School,San Jose,CA,Educational grant for school,7/26/2016 12:00:00 AM,Charitable
"Low, Evan",12000,2016-09-13,AT&T,Sacramento,CA,Asian Pacific Islander Legislative Caucus Foundation,Sacramento,CA,California Asian Pacific Islander Heritage Month event,9/13/2016 12:00:00 AM,Charitable
"Low, Evan",5000,2016-06-07,Alliance of Automobile Manufacturers,Washington,DC,Asian Pacific Islander Legislative Caucus Foundation,Sacramento,CA,California Asian Pacific Islander Heritage Month event,6/7/2016 12:00:00 AM,Charitable
"McCarty, Kevin",41965,2016-03-12,VSP Vision Care,Rancho Cordova,CA,Assemblymember Kevin McCarty's Vision Event and Veteran Resource Fair,Sacramento,CA,"Vision fair, VSP provided comprehensive eye examinations to 109 constituents, and eyeglasses to 29 of those examined whom had the need.",3/12/2016 12:00:00 AM,Legislative
"Mayes, Chad",1000,2016-06-24,AT&T,Riverside,CA,Christopher's Clubhouse,Palm Desert,CA,The AT&T Investing in California grant provides corporate contributions to organizations that improve lives in their communities,6/24/2016 12:00:00 AM,Charitable
"Mayes, Chad",1000,2016-06-24,AT&T,Riverside,CA,Valley Resource Center DBA Exceed,Hemet,CA,The AT&T Investing in California grant provides corporate contributions to organizations that improve lives in their communities,6/24/2016 12:00:00 AM,Charitable
"Mayes, Chad",1000,2016-06-24,AT&T,Riverside,CA,Basin Wide Foundation,Yucca Valley,CA,The AT&T Investing in California grant provides corporate contributions to organizations that improve lives in their communities,6/24/2016 12:00:00 AM,Charitable
"Mayes, Chad",1000,2016-06-24,AT&T,Riverside,CA,Young Scholars Association,Palm Desert,CA,The AT&T Investing in California grant provides corporate contributions to organizations that improve lives in their communities,6/24/2016 12:00:00 AM,Charitable
"Mayes, Chad",1000,2016-06-24,AT&T,Riverside,CA,Table of Plenty Inc.,Beaumont,CA,The AT&T Investing in California grant provides corporate contributions to organizations that improve lives in their communities,6/24/2016 12:00:00 AM,Charitable
"Nazarian, Adrin",5000,2016-07-26,The Barona Band of Mission Indians ,Lakeside,CA,Lemay Street Elementary School,Lake Balboa,CA,Grant used to update Lemay Street Elementary's computer lab,7/26/2016 12:00:00 AM,Charitable
"Nazarian, Adrin",5000,2016-05-25,California State Pipe Trades Council,Sacramento,CA,California Legislative Armenian Caucus,Sacramento,CA,Donation to the California Legislative Armenian Caucus to fund educational campaigns to increase awareness regarding the Armenian Genocide to the public,5/25/2016 12:00:00 AM,Charitable
"Nazarian, Adrin",5000,2016-05-20,California State Association of Electrical Workers,Sacramento,CA,California Legislative Armenian Caucus,Sacramento,CA,Donation to the California Legislative Armenian Caucus to fund educational campaigns to increase awareness regarding the Armenian Genocide to the public,5/20/2016 12:00:00 AM,Charitable
"Medina, Jose",5000,2016-03-28,Barona Band of Mission Indians,Lakeside,CA,Abraham Lincoln Continuation High School,Riverside,CA,Education Grant,3/28/2016 12:00:00 AM,Charitable
"Quirk, Bill",5000,2016-09-21,Barona Band of Mission Indians,Lakeside,CA,Fremont Unified School District,Fremont,CA,To assist in purchase of Chromebook/books for after school tutor program specializing in Native American Studies,9/21/2016 12:00:00 AM,Governmental
"Quirk, Bill",1000,2016-07-18,AT&T,San Francisco,CA,Ruby's Place,Hayward,CA,Donation to 501 (C)3 nonprofit emergency shelter,7/18/2016 12:00:00 AM,Charitable
"Quirk, Bill",1000,2016-07-26,AT&T,San Francisco,CA,SAVE,Fremont,CA,"Donation to 501 (C)3 nonprofit shelter, support and education",7/26/2016 12:00:00 AM,Charitable
"Quirk, Bill",1000,2016-09-12,AT&T,San Francisco,CA,Hayward Day Labor Center,Hayward,CA,Donation to 501 (C)3 nonprofit for agency that provides employment opportunities to predominantly migrant workers of the East Bay,9/12/2016 12:00:00 AM,Charitable
"Quirk, Bill",1000,2016-09-12,AT&T,San Francisco,CA,Eden Youth and Family Center,Hayward,CA,"Donation to 501 (C)3 nonprofit for agency that provides multiple services and advocacy for low income children, youth, and families",9/12/2016 12:00:00 AM,Charitable
